u_id,u_teamid,belief1,belief2,belief3,belief4,belief5,belief6,belief7,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,stat1,stat2,stat3,stat4,stat5,stat6,stat7,pro_immigrant,Group.1,Hsup,stats,topic,belief,immig,concl
75,37,2,2,2,2,2,2,2,1,1,3,5,1,1,1,1,0,4,4,3,2,5,1,3,3,37,0.6666666666666666,0.7570430167440404,1.2575631096174584,-0.442256630076585,-1.2965517241379352,0.4569160997732415
76,38,2,3,2,3,2,3,3,1,1,1,4,1,0,0,0,0,2,4,4,2,4,1,1,5,38,0,-0.27816347693230553,-0.1750502499971423,-0.027921479375052703,0.7034482758620669,-0.20975056689342406
78,39,3,3,3,3,3,3,3,1,2,1,2,1,0,0,0,0,1,3,3,1,2,2,1,4,39,0,-1.0507926041651294,-0.22466148001398095,0.4477460993914582,-0.2965517241379306,-0.20975056689342436
79,39,2,3,4,1,1,4,3,1,1,1,3,0,0,0,0,0,4,3,4,2,3,1,1,2,39,0,-0.33929295344836624,-0.2922595802090629,-0.43272045699761413,-2.296551724137931,-0.20975056689342406
8,3,2,3,2,1,2,2,3,2,1,2,4,1,0,0,0,1,3,4,4,3,5,2,3,5,3,0,0.5677659636115997,0.15473132555678631,-0.4787179063589967,0.7034482758620678,-0.2097505668934245
80,39,2,4,1,2,1,4,3,2,1,1,4,1,1,0,0,0,3,4,4,4,3,1,1,1,39,0,-0.2908507046004892,0.1628116913952759,-0.45613177192783744,-3.2965517241379323,-0.20975056689342353
81,40,2,3,2,1,1,2,2,1,1,1,2,0,0,0,0,0,3,3,3,4,3,1,1,4,40,0,-0.48301851352590125,-0.3539313593073125,-0.7649011480096206,-0.2965517241379298,-0.20975056689342403
82,40,3,3,3,3,3,3,3,1,1,1,2,0,0,0,0,0,4,4,2,1,4,1,1,6,40,0,-0.14198832710255152,-0.32543775263267527,0.45488564398022846,1.7034482758620682,-0.20975056689342408
83,41,3,3,2,2,2,2,3,3,1,3,1,1,1,0,0,0,3,3,1,1,3,1,2,5,41,0,-0.41830132305619944,0.23502412493637947,-0.040196310589553634,0.703448275862071,-0.2097505668934241
84,41,2,2,2,2,2,3,3,2,1,3,5,1,0,0,0,0,3,2,2,3,4,2,3,5,41,0,0.037365153366286194,0.08647844805201278,-0.24425941718119684,0.7034482758620708,-0.20975056689342478
85,41,2,3,2,3,2,3,3,3,3,3,4,1,0,0,0,0,2,2,2,4,5,1,3,6,41,0,0.12519795238401962,0.2662578308036761,-0.018553590780934655,1.7034482758620701,-0.20975056689342425
86,42,2,4,2,2,3,2,3,1,1,2,3,0,0,0,0,0,3,4,3,1,2,2,1,2,42,1,-0.689983644598941,-0.1689207774802557,-0.11611061151580253,-2.296551724137931,0.790249433106576
87,42,2,3,2,2,2,2,2,1,1,1,4,1,0,0,0,0,3,4,3,1,3,1,1,4,42,1,-0.4662734363756138,-0.10699285043773173,-0.4010091240539132,-0.2965517241379309,0.7902494331065765
89,43,4,4,4,3,4,3,3,3,1,2,5,1,0,0,0,0,3,4,3,2,4,2,1,6,43,0,-0.08820739563170597,0.06653913587660346,0.9494172879290842,1.703448275862069,-0.2097505668934236
90,43,2,3,1,1,2,3,3,1,1,1,5,0,0,0,0,0,1,2,3,1,3,1,1,3,43,0,-0.926034688122706,-0.29184688567333644,-0.5060522687810171,-1.2965517241379316,-0.2097505668934242
94,45,2,3,2,2,3,3,3,1,3,1,3,1,0,0,0,0,3,4,4,3,3,1,1,5,45,0,-0.3393267562958179,-0.06405947579525056,-0.04459947477218406,0.7034482758620698,-0.20975056689342406
95,45,3,3,3,3,3,3,3,1,1,2,1,0,0,0,0,0,4,4,3,1,3,1,3,5,45,0,-0.08166401580973132,-0.27292240870477213,0.44071874189735577,0.7034482758620696,-0.2097505668934244
96,46,2,1,2,2,3,3,3,3,1,1,4,1,0,0,0,0,2,3,4,1,4,1,3,5,46,0,-0.08097530759592837,-0.037645546902373025,-0.08611382169469366,0.7034482758620693,-0.20975056689342306
97,46,3,3,2,2,3,2,3,1,1,2,2,1,0,0,0,1,4,4,4,1,4,2,1,4,46,0,0.09747437590265635,4.280205955156033e-4,0.1085934015066899,-0.2965517241379326,-0.209750566893425
98,46,2,3,2,2,2,1,2,2,2,3,5,1,0,0,0,0,3,4,4,12,5,2,3,2,46,0,0.7435398382467364,0.24529069571240586,-0.49028542638794187,-2.2965517241379323,-0.20975056689342442
99,47,2,3,2,3,2,4,3,1,1,3,4,0,0,0,0,0,1,4,2,1,1,1,1,2,47,0,-1.3529656482957388,-0.20881864606000794,0.0018983180026166076,-2.296551724137931,-0.209750566893425
