dv,testvar,spec,ctrl,coef,tstat
pos10s,p56,no,stats_brw topic_brw t2 t3,-.040572773040201,-.8773826085602584
pos10s,p12,no,stats_brw topic_brw t2 i.mdegree,-.1307237747188246,-2.44827593408006
pos10s,p56,no,stats_brw topic_brw t2 i.mdegree,-.0162636185492406,-.4113454592785156
pos10s,p12,no,stats_brw topic_brw t3 i.mdegree,-.1309322632490431,-2.481959005651634
pos10s,p56,no,stats_brw topic_brw t3 i.mdegree,-.0162788125941668,-.4101797020360005
pos10s,p12,no,stats_brw t2 t3 i.mdegree,-.1167245637709523,-1.928092876294657
pos10s,p56,no,stats_brw t2 t3 i.mdegree,-.0039632365998598,-.1007205786234509
pos10s,p12,no,topic_brw t2 t3 i.mdegree,-.1364850231489757,-2.096446808646327
pos10s,p56,no,topic_brw t2 t3 i.mdegree,-.0111319375324161,-.2723069647809104
pos10s,p12,no,stats_brw topic_brw t2 t3 i.mdegree,-.1303656034399976,-2.292108560115402
pos10s,p56,no,stats_brw topic_brw t2 t3 i.mdegree,-.0161201944853713,-.3907684173928213
pos10s,group1,yes,,-.0302060220743013,-.779376430278324
pos10s,group1,yes,stats_brw,-.0344830069415309,-1.059188417700858
pos10s,group1,yes,topic_brw,-.0376675945776609,-.9847476929841037
pos10s,group1,yes,t2,-.0277682444349108,-.672175642930387
pos10s,group1,yes,t3,-.0283596295858296,-.7207861979194413
pos10s,group1,yes,i.mdegree,-.0869435044519627,-2.509529968671652
pos10s,group1,yes,stats_brw topic_brw,-.0322563366431069,-.9278332531701432
pos10s,group1,yes,stats_brw t2,-.0326149371823328,-.9649843309607876
pos10s,group1,yes,stats_brw t3,-.0323803247499177,-.9628030740460555
pos10s,group1,yes,stats_brw i.mdegree,-.0839345108144082,-2.488135954013321
pos10s,group1,yes,topic_brw t2,-.036032703254975,-.8847870070091579
pos10s,group1,yes,topic_brw t3,-.0359784031636701,-.9226738976119651
pos10s,group1,yes,topic_brw i.mdegree,-.0908414765850545,-2.628821247756466
pos10s,group1,yes,t2 t3,-.0303025404488889,-.7664553935360101
pos10s,group1,yes,t2 i.mdegree,-.0866100003177327,-2.478748908600443
pos10s,group1,yes,t3 i.mdegree,-.0874835468106799,-2.560103957892423
pos10s,group1,yes,stats_brw topic_brw t2,-.0291450280207323,-.8240959536841544
pos10s,group1,yes,stats_brw topic_brw t3,-.029835670303412,-.8220423422359232
pos10s,group1,yes,stats_brw topic_brw i.mdegree,-.0833475656425104,-2.601793457366717
pos10s,group1,yes,stats_brw t2 t3,-.0349822680713003,-1.080071087143173
pos10s,group1,yes,stats_brw t2 i.mdegree,-.0830043354968645,-2.459840214913415
pos10s,group1,yes,stats_brw t3 i.mdegree,-.0845598503433363,-2.539097721533675
pos10s,group1,yes,topic_brw t2 t3,-.0384298443003424,-.9788110523573766
pos10s,group1,yes,topic_brw t2 i.mdegree,-.0907608904989835,-2.60891620845628
pos10s,group1,yes,topic_brw t3 i.mdegree,-.0911937346659466,-2.667572398965635
pos10s,group1,yes,t2 t3 i.mdegree,-.0839685710167885,-2.462239225080036
pos10s,group1,yes,stats_brw topic_brw t2 t3,-.0315274933582919,-.9407271062698737
pos10s,group1,yes,stats_brw topic_brw t2 i.mdegree,-.0814205960057009,-2.539856963427841
pos10s,group1,yes,stats_brw topic_brw t3 i.mdegree,-.0836858100654722,-2.641105143575292
pos10s,group1,yes,stats_brw t2 t3 i.mdegree,-.0800346525832573,-2.443896470898985
pos10s,group1,yes,topic_brw t2 t3 i.mdegree,-.0884293997329385,-2.586596512046698
pos10s,group1,yes,stats_brw topic_brw t2 t3 i.mdegree,-.0793370140007945,-2.537982538491057
pos10s,group3,yes,,-.0020820532514082,-.0688677766360275
pos10s,group3,yes,stats_brw,-.0012203367390212,-.0402093934511096
pos10s,group3,yes,topic_brw,-.0016648567364232,-.0558049317502535
pos10s,group3,yes,t2,-.000171005041135,-.0055303210569924
pos10s,group3,yes,t3,.0000780096098117,.0026724163987145
pos10s,group3,yes,i.mdegree,.0324289084635767,1.109171686443039
pos10s,group3,yes,stats_brw topic_brw,-.0046173927016372,-.1517339000270479
pos10s,group3,yes,stats_brw t2,.0005674837110558,.0182270680671737
pos10s,group3,yes,stats_brw t3,.0007609364735232,.0259189806950652
pos10s,group3,yes,stats_brw i.mdegree,.0303493065022444,1.034939103392308
pos10s,group3,yes,topic_brw t2,.0001877622246967,.0061446667469525
pos10s,group3,yes,topic_brw t3,.0003381144703885,.0117394163936862
pos10s,group3,yes,topic_brw i.mdegree,.0319004048251415,1.08718343720986
pos10s,group3,yes,t2 t3,.0002434500803983,.0080085404032769
pos10s,group3,yes,t2 i.mdegree,.0391857287387196,1.345335519110017
pos10s,group3,yes,t3 i.mdegree,.0320110746436116,1.083926569928661
pos10s,group3,yes,stats_brw topic_brw t2,-.0026053288207566,-.0840735781590859
pos10s,group3,yes,stats_brw topic_brw t3,-.0025094546130233,-.0856238510535376
pos10s,group3,yes,stats_brw topic_brw i.mdegree,.0254798950630487,.8384133341064279
pos10s,group3,yes,stats_brw t2 t3,.0009196081941766,.0300086563703746
pos10s,group3,yes,stats_brw t2 i.mdegree,.0371902439253383,1.274775271832619
pos10s,group3,yes,stats_brw t3 i.mdegree,.0299648018246448,1.010847099918343
pos10s,group3,yes,topic_brw t2 t3,.0005561639375395,.0185158548304115
pos10s,group3,yes,topic_brw t2 i.mdegree,.0386075560903399,1.319363696085025
pos10s,group3,yes,topic_brw t3 i.mdegree,.031665663139904,1.070620507078888
pos10s,group3,yes,t2 t3 i.mdegree,.0393585096015376,1.348672745242983
pos10s,group3,yes,stats_brw topic_brw t2 t3,-.0022482510934312,-.0737227186085977
pos10s,group3,yes,stats_brw topic_brw t2 i.mdegree,.0324475419520274,1.07846977531491
pos10s,group3,yes,stats_brw topic_brw t3 i.mdegree,.0256056272985453,.8399212788505377
pos10s,group3,yes,stats_brw t2 t3 i.mdegree,.0373224416669568,1.274602246897002
pos10s,group3,yes,topic_brw t2 t3 i.mdegree,.0388316692020116,1.325146522915264
pos10s,group3,yes,stats_brw topic_brw t2 t3 i.mdegree,.0328028083598173,1.089689639250146
pos10s,group1,no,,-.0352079421971893,-.8040150798969196
pos10s,group3,no,,-.0100038402457759,-.2982037128136837
pos10s,group1,no,stats_brw,-.0391431679453195,-1.023514534405428
pos10s,group3,no,stats_brw,-.009528041598368,-.2821502018301854
pos10s,group1,no,topic_brw,-.0434194525392887,-.9922335404461941
pos10s,group3,no,topic_brw,-.0114051907296895,-.3416241347403935
pos10s,group1,no,t2,-.0333878750019883,-.6706930509296543
pos10s,group3,no,t2,-.0090402752600812,-.2484110556030842
pos10s,group1,no,t3,-.0323577985222315,-.7209492252920249
pos10s,group3,no,t3,-.0076360285773494,-.2329927842897208
pos10s,group1,no,i.mdegree,-.0787400103757324,-1.985140134283191
pos10s,group3,no,i.mdegree,.0187955013567737,.5918680108759988
pos10s,group1,no,stats_brw topic_brw,-.0384660008093992,-.9558971130235553
pos10s,group3,no,stats_brw topic_brw,-.0127671219358166,-.3788642304197599
pos10s,group1,no,stats_brw t2,-.0382979340182664,-.8871647293795139
pos10s,group3,no,stats_brw t2,-.0091144739423436,-.2486085353337984
pos10s,group1,no,stats_brw t3,-.0362341411070476,-.9187759095715845
pos10s,group3,no,stats_brw t3,-.0074337945379006,-.225717784628013
pos10s,group1,no,stats_brw i.mdegree,-.0764864247416164,-1.97233420265437
pos10s,group3,no,stats_brw i.mdegree,.0180470446043407,.5687551008978268
pos10s,group1,no,topic_brw t2,-.0430933686353937,-.8638348524659804
pos10s,group3,no,topic_brw t2,-.0112342607489114,-.309148789036146
pos10s,group1,no,topic_brw t3,-.0409560405692475,-.9108288237661801
pos10s,group3,no,topic_brw t3,-.0094079261152787,-.2885048166693342
pos10s,group1,no,topic_brw i.mdegree,-.0831031384892685,-2.081886458291121
pos10s,group3,no,topic_brw i.mdegree,.0173161340190549,.540914818930055
pos10s,group1,no,t2 t3,-.0360681552049652,-.7324878615369959
pos10s,group3,no,t2 t3,-.0092394812870586,-.253010203679908
pos10s,group1,no,t2 i.mdegree,-.0740557230429639,-1.776489313269749
pos10s,group3,no,t2 i.mdegree,.0220531638234802,.6636144288025645
pos10s,group1,no,t3 i.mdegree,-.0796389884307794,-2.007099392740405
pos10s,group3,no,t3 i.mdegree,.0175987968259186,.5426869680316336
pos10s,group1,no,stats_brw topic_brw t2,-.0364611856460539,-.8373841846671243
pos10s,group3,no,stats_brw topic_brw t2,-.0117939738062749,-.3289267555821274
pos10s,group1,no,stats_brw topic_brw t3,-.0352288147803487,-.8417450553050698
pos10s,group3,no,stats_brw topic_brw t3,-.0104589025654686,-.3196278191374011
pos10s,group1,no,stats_brw topic_brw i.mdegree,-.0781251381394469,-2.112337286476083
pos10s,group3,no,stats_brw topic_brw i.mdegree,.0127223824437743,.3897893462683548
pos10s,group1,no,stats_brw t2 t3,-.0408068989653586,-.9428811256589014
pos10s,group3,no,stats_brw t2 t3,-.009307759130776,-.2530295959562345
pos10s,group1,no,stats_brw t2 i.mdegree,-.0709489091572829,-1.752238294929851
pos10s,group3,no,stats_brw t2 i.mdegree,.0216388848704875,.6522736259051189
pos10s,group1,no,stats_brw t3 i.mdegree,-.0773981916660533,-1.993656369641849
pos10s,group3,no,stats_brw t3 i.mdegree,.0169026163762339,.5213779153882215
pos10s,group1,no,topic_brw t2 t3,-.0456322047416747,-.9194152996274672
pos10s,group3,no,topic_brw t2 t3,-.0114182829279984,-.3132789221077311
pos10s,group1,no,topic_brw t2 i.mdegree,-.0790567144489643,-1.882020331590061
pos10s,group3,no,topic_brw t2 i.mdegree,.020103197398704,.5971829534803946
pos10s,group1,no,topic_brw t3 i.mdegree,-.0837548820427749,-2.096030144138566
pos10s,group3,no,topic_brw t3 i.mdegree,.0163846820250162,.5027265260713212
pos10s,group1,no,t2 t3 i.mdegree,-.070638490447522,-1.729130058984039
pos10s,group3,no,t2 t3 i.mdegree,.0229666024776682,.6900181755980602
pos10s,group1,no,stats_brw topic_brw t2 t3,-.0389932060031971,-.9053237529047564
pos10s,group3,no,stats_brw topic_brw t2 t3,-.0119909389530276,-.3336573335434114
pos10s,group1,no,stats_brw topic_brw t2 i.mdegree,-.0723286355193961,-1.879481274966963
pos10s,group3,no,stats_brw topic_brw t2 i.mdegree,.0164680106948272,.4861649326937728
pos10s,group1,no,stats_brw topic_brw t3 i.mdegree,-.078539857092195,-2.122384245746285
pos10s,group3,no,stats_brw topic_brw t3 i.mdegree,.0122295414425064,.3695855213943134
pos10s,group1,no,stats_brw t2 t3 i.mdegree,-.0672055327783376,-1.705175604777064
pos10s,group3,no,stats_brw t2 t3 i.mdegree,.0225549800381013,.6784053431281948
pos10s,group1,no,topic_brw t2 t3 i.mdegree,-.0759168121497138,-1.830833589933098
pos10s,group3,no,topic_brw t2 t3 i.mdegree,.0209800933421043,.6218618917409717
pos10s,group1,no,stats_brw topic_brw t2 t3 i.mdegree,-.0695299353603561,-1.840684414283124
pos10s,group3,no,stats_brw topic_brw t2 t3 i.mdegree,.0173149109013527,.5096611593144159
